,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date_simple
26,2010-02-10 00:00:00-06:00,30836.609375,30897.94921875,30460.30078125,30746.05078125,157155400,0.0,0.0,2010-02-10
27,2010-02-11 00:00:00-06:00,30746.5390625,30994.33984375,30686.830078125,30845.630859375,144841900,0.0,0.0,2010-02-11
28,2010-02-12 00:00:00-06:00,30845.75,31005.740234375,30641.0390625,31005.740234375,125680300,0.0,0.0,2010-02-12
29,2010-02-15 00:00:00-06:00,31006.5390625,31120.720703125,30896.109375,31038.3203125,33729400,0.0,0.0,2010-02-15
30,2010-02-16 00:00:00-06:00,31071.640625,31644.76953125,31071.640625,31644.76953125,167793000,0.0,0.0,2010-02-16
31,2010-02-17 00:00:00-06:00,31644.91015625,31892.119140625,31641.189453125,31892.119140625,163983200,0.0,0.0,2010-02-17
32,2010-02-18 00:00:00-06:00,31889.0703125,32216.939453125,31695.630859375,32170.7890625,193725100,0.0,0.0,2010-02-18
33,2010-02-19 00:00:00-06:00,32160.220703125,32283.140625,31890.73046875,32172.109375,198987100,0.0,0.0,2010-02-19
34,2010-02-22 00:00:00-06:00,32172.220703125,32272.16015625,32023.5390625,32034.33984375,183649600,0.0,0.0,2010-02-22
35,2010-02-23 00:00:00-06:00,32020.94921875,32020.94921875,31598.060546875,31850.240234375,156648200,0.0,0.0,2010-02-23
36,2010-02-24 00:00:00-06:00,31850.7890625,31990.359375,31777.490234375,31788.5390625,141239700,0.0,0.0,2010-02-24
37,2010-02-25 00:00:00-06:00,31777.380859375,31777.380859375,31396.779296875,31649.099609375,124758900,0.0,0.0,2010-02-25
38,2010-02-26 00:00:00-06:00,31682.98046875,31866.4296875,31548.400390625,31634.5390625,190955900,0.0,0.0,2010-02-26
39,2010-03-01 00:00:00-06:00,31637.890625,31888.30078125,31637.890625,31765.140625,147752900,0.0,0.0,2010-03-01
40,2010-03-02 00:00:00-06:00,31765.330078125,32148.919921875,31763.44921875,32055.0390625,156406700,0.0,0.0,2010-03-02
41,2010-03-03 00:00:00-06:00,32055.119140625,32431.2109375,31998.119140625,32353.5390625,205110200,0.0,0.0,2010-03-03
42,2010-03-04 00:00:00-06:00,32353.849609375,32508.26953125,32085.060546875,32202.0,137551500,0.0,0.0,2010-03-04
43,2010-03-05 00:00:00-06:00,32208.990234375,32529.599609375,32208.990234375,32436.529296875,153270100,0.0,0.0,2010-03-05
44,2010-03-08 00:00:00-06:00,32415.150390625,32535.9609375,32399.109375,32520.26953125,154426300,0.0,0.0,2010-03-08
45,2010-03-09 00:00:00-06:00,32520.650390625,32631.009765625,32419.169921875,32514.169921875,161540500,0.0,0.0,2010-03-09
46,2010-03-10 00:00:00-06:00,32514.330078125,32718.400390625,32500.9296875,32505.759765625,171740700,0.0,0.0,2010-03-10
47,2010-03-11 00:00:00-06:00,32506.33984375,32631.060546875,32353.919921875,32602.939453125,126743000,0.0,0.0,2010-03-11
48,2010-03-12 00:00:00-06:00,32598.279296875,32725.259765625,32521.359375,32578.05078125,102685700,0.0,0.0,2010-03-12
49,2010-03-16 00:00:00-06:00,32581.900390625,32774.328125,32503.33984375,32723.900390625,137764000,0.0,0.0,2010-03-16
50,2010-03-17 00:00:00-06:00,32724.19921875,33000.0,32723.58984375,32798.30078125,207372200,0.0,0.0,2010-03-17
51,2010-03-18 00:00:00-06:00,32800.1015625,32977.3515625,32634.55078125,32969.828125,198763700,0.0,0.0,2010-03-18
52,2010-03-19 00:00:00-06:00,32968.890625,33025.828125,32780.2890625,33022.83984375,254168700,0.0,0.0,2010-03-19
53,2010-03-22 00:00:00-06:00,33022.69921875,33193.83984375,32876.71875,33142.01953125,156847200,0.0,0.0,2010-03-22
54,2010-03-23 00:00:00-06:00,33142.73046875,33410.23828125,33122.0703125,33361.26953125,181161200,0.0,0.0,2010-03-23
55,2010-03-24 00:00:00-06:00,33361.33984375,33474.8984375,33159.51953125,33160.96875,199658400,0.0,0.0,2010-03-24
56,2010-03-25 00:00:00-06:00,33156.87890625,33366.359375,33125.23046875,33164.328125,168436000,0.0,0.0,2010-03-25
57,2010-03-26 00:00:00-06:00,33165.4296875,33336.80078125,33082.58984375,33147.80859375,151328000,0.0,0.0,2010-03-26
58,2010-03-29 00:00:00-06:00,33147.0390625,33448.48046875,33144.69921875,33416.1015625,124009200,0.0,0.0,2010-03-29
59,2010-03-30 00:00:00-06:00,33420.76171875,33589.08984375,33288.94921875,33399.4609375,139166200,0.0,0.0,2010-03-30
60,2010-03-31 00:00:00-06:00,33399.87109375,33429.671875,33214.46875,33266.4296875,239511300,0.0,0.0,2010-03-31
61,2010-04-05 00:00:00-05:00,33267.46875,33779.3515625,33266.671875,33648.890625,222997300,0.0,0.0,2010-04-05
62,2010-04-06 00:00:00-05:00,33649.94140625,33821.71875,33611.671875,33801.2109375,162046700,0.0,0.0,2010-04-06
63,2010-04-07 00:00:00-05:00,33801.2890625,33802.58984375,33589.37890625,33632.3515625,208564400,0.0,0.0,2010-04-07
64,2010-04-08 00:00:00-05:00,33630.83984375,33667.25,33314.9296875,33567.3515625,190739600,0.0,0.0,2010-04-08
65,2010-04-09 00:00:00-05:00,33569.578125,33841.0703125,33524.421875,33840.8515625,137222200,0.0,0.0,2010-04-09
66,2010-04-12 00:00:00-05:00,33831.921875,33925.05078125,33681.23046875,33852.390625,94528800,0.0,0.0,2010-04-12
67,2010-04-13 00:00:00-05:00,33805.23046875,33877.80078125,33727.19921875,33819.0390625,138260600,0.0,0.0,2010-04-13
68,2010-04-14 00:00:00-05:00,33822.03125,34113.9609375,33822.03125,34113.9296875,213715700,0.0,0.0,2010-04-14
69,2010-04-15 00:00:00-05:00,34108.69140625,34223.87109375,34003.9609375,34134.23046875,145624200,0.0,0.0,2010-04-15
70,2010-04-16 00:00:00-05:00,34162.671875,34163.26953125,33484.33984375,33621.390625,201060900,0.0,0.0,2010-04-16
71,2010-04-19 00:00:00-05:00,33588.6484375,33700.33984375,33212.3515625,33439.76953125,138270800,0.0,0.0,2010-04-19
72,2010-04-20 00:00:00-05:00,33439.01953125,33823.37890625,33439.01953125,33813.16015625,140801000,0.0,0.0,2010-04-20
73,2010-04-21 00:00:00-05:00,33814.578125,33822.3203125,33480.8515625,33517.1796875,153202500,0.0,0.0,2010-04-21
74,2010-04-22 00:00:00-05:00,33509.69921875,33674.21875,33210.078125,33658.37109375,210836600,0.0,0.0,2010-04-22
75,2010-04-23 00:00:00-05:00,33676.23046875,33954.08984375,33617.69140625,33853.69140625,234711000,0.0,0.0,2010-04-23
76,2010-04-26 00:00:00-05:00,33856.37890625,33999.921875,33746.9296875,33771.55078125,186455300,0.0,0.0,2010-04-26
77,2010-04-27 00:00:00-05:00,33722.51171875,33722.51171875,32679.359375,32679.359375,236783400,0.0,0.0,2010-04-27
78,2010-04-28 00:00:00-05:00,32679.169921875,32955.078125,32385.08984375,32952.859375,218786300,0.0,0.0,2010-04-28
79,2010-04-29 00:00:00-05:00,32953.76953125,33228.01953125,32850.19921875,32861.0,215587000,0.0,0.0,2010-04-29
80,2010-04-30 00:00:00-05:00,32861.16015625,33246.25,32653.80078125,32687.3203125,287810400,0.0,0.0,2010-04-30
81,2010-05-04 00:00:00-05:00,32803.8984375,32809.55859375,31913.419921875,32120.650390625,269130400,0.0,0.0,2010-05-04
82,2010-05-05 00:00:00-05:00,32112.900390625,32258.30078125,31574.529296875,31995.279296875,239897000,0.0,0.0,2010-05-05
83,2010-05-06 00:00:00-05:00,31997.98046875,32258.060546875,30649.66015625,31398.970703125,287186800,0.0,0.0,2010-05-06
84,2010-05-07 00:00:00-05:00,31404.130859375,31602.189453125,30981.2109375,31488.8203125,246336700,0.0,0.0,2010-05-07
85,2010-05-10 00:00:00-05:00,31538.48046875,32696.490234375,31538.48046875,32276.919921875,215496400,0.0,0.0,2010-05-10
86,2010-05-11 00:00:00-05:00,32277.109375,32360.509765625,32038.849609375,32119.109375,189247300,0.0,0.0,2010-05-11
87,2010-05-12 00:00:00-05:00,32140.630859375,32395.650390625,32140.630859375,32379.630859375,205184700,0.0,0.0,2010-05-12
88,2010-05-13 00:00:00-05:00,32381.029296875,32493.73046875,32263.580078125,32342.4296875,124886900,0.0,0.0,2010-05-13
89,2010-05-14 00:00:00-05:00,32339.580078125,32339.580078125,31721.529296875,31812.73046875,141704600,0.0,0.0,2010-05-14
90,2010-05-17 00:00:00-05:00,31804.029296875,31947.4296875,31338.869140625,31580.630859375,155416600,0.0,0.0,2010-05-17
91,2010-05-18 00:00:00-05:00,31580.490234375,31919.140625,31136.349609375,31136.349609375,157100700,0.0,0.0,2010-05-18
92,2010-05-19 00:00:00-05:00,31136.150390625,31142.5,30834.619140625,30992.759765625,229155900,0.0,0.0,2010-05-19
93,2010-05-20 00:00:00-05:00,30976.859375,30976.859375,30255.359375,30368.080078125,277577500,0.0,0.0,2010-05-20
94,2010-05-21 00:00:00-05:00,30376.640625,30809.470703125,30074.060546875,30629.150390625,255529600,0.0,0.0,2010-05-21
95,2010-05-24 00:00:00-05:00,30629.1796875,30938.150390625,30563.509765625,30759.48046875,136201500,0.0,0.0,2010-05-24
96,2010-05-25 00:00:00-05:00,30756.75,30756.75,30102.08984375,30634.169921875,318166000,0.0,0.0,2010-05-25
97,2010-05-26 00:00:00-05:00,30667.73046875,31478.189453125,30667.73046875,31328.490234375,325023200,0.0,0.0,2010-05-26
98,2010-05-27 00:00:00-05:00,31329.130859375,32056.349609375,31329.130859375,32056.16015625,259211800,0.0,0.0,2010-05-27
99,2010-05-28 00:00:00-05:00,32056.109375,32071.919921875,31419.279296875,31547.55078125,201026400,0.0,0.0,2010-05-28
100,2010-05-31 00:00:00-05:00,31547.330078125,32126.220703125,31547.330078125,32038.529296875,216497400,0.0,0.0,2010-05-31
101,2010-06-01 00:00:00-05:00,31988.630859375,31988.630859375,31245.2890625,31245.830078125,251248000,0.0,0.0,2010-06-01
102,2010-06-02 00:00:00-05:00,31245.919921875,31544.66015625,31227.830078125,31411.91015625,175993300,0.0,0.0,2010-06-02
103,2010-06-03 00:00:00-05:00,31420.69921875,31667.8203125,31240.900390625,31331.859375,153007800,0.0,0.0,2010-06-03
104,2010-06-04 00:00:00-05:00,31312.23046875,31312.23046875,30973.029296875,30992.650390625,159165700,0.0,0.0,2010-06-04
105,2010-06-07 00:00:00-05:00,31014.990234375,31137.609375,30690.5390625,30739.009765625,101899000,0.0,0.0,2010-06-07
106,2010-06-08 00:00:00-05:00,30739.310546875,31073.970703125,30739.310546875,31059.830078125,152759400,0.0,0.0,2010-06-08
107,2010-06-09 00:00:00-05:00,31060.560546875,31508.630859375,31060.560546875,31209.330078125,170444800,0.0,0.0,2010-06-09
108,2010-06-10 00:00:00-05:00,31231.9609375,31916.55078125,31231.9609375,31910.220703125,223473400,0.0,0.0,2010-06-10
109,2010-06-11 00:00:00-05:00,31904.369140625,32246.890625,31670.279296875,32124.279296875,152371900,0.0,0.0,2010-06-11
110,2010-06-14 00:00:00-05:00,32129.94921875,32511.650390625,32129.94921875,32238.41015625,145984100,0.0,0.0,2010-06-14
111,2010-06-15 00:00:00-05:00,32238.970703125,32749.08984375,32238.970703125,32685.400390625,179968600,0.0,0.0,2010-06-15
112,2010-06-16 00:00:00-05:00,32669.689453125,32870.28125,32596.900390625,32805.62890625,142010000,0.0,0.0,2010-06-16
113,2010-06-17 00:00:00-05:00,32804.05859375,32854.76171875,32630.330078125,32775.33984375,134987100,0.0,0.0,2010-06-17
114,2010-06-18 00:00:00-05:00,32771.48828125,32946.890625,32629.91015625,32814.62109375,165006200,0.0,0.0,2010-06-18
115,2010-06-21 00:00:00-05:00,32816.5,33290.91015625,32816.5,32882.0,122782400,0.0,0.0,2010-06-21
116,2010-06-22 00:00:00-05:00,32878.578125,32984.91015625,32470.69921875,32470.69921875,124243300,0.0,0.0,2010-06-22
117,2010-06-23 00:00:00-05:00,32470.76953125,32663.2890625,32180.3203125,32663.2890625,158766800,0.0,0.0,2010-06-23
118,2010-06-24 00:00:00-05:00,32663.009765625,32663.009765625,32276.69921875,32312.759765625,119407600,0.0,0.0,2010-06-24
119,2010-06-25 00:00:00-05:00,32310.0390625,32659.5703125,32254.439453125,32607.130859375,119346800,0.0,0.0,2010-06-25
120,2010-06-28 00:00:00-05:00,32609.990234375,32693.029296875,32417.810546875,32568.189453125,106385300,0.0,0.0,2010-06-28
121,2010-06-29 00:00:00-05:00,32535.51953125,32535.51953125,31440.279296875,31473.19921875,202152300,0.0,0.0,2010-06-29
122,2010-06-30 00:00:00-05:00,31490.330078125,31793.6796875,31151.099609375,31156.970703125,363224800,0.0,0.0,2010-06-30
123,2010-07-01 00:00:00-05:00,31153.51953125,31261.169921875,30542.529296875,31197.0390625,246699400,0.0,0.0,2010-07-01
124,2010-07-02 00:00:00-05:00,31212.75,31435.51953125,31075.130859375,31379.669921875,126017200,0.0,0.0,2010-07-02
125,2010-07-05 00:00:00-05:00,31453.310546875,31477.51953125,31336.310546875,31391.44921875,15294200,0.0,0.0,2010-07-05
126,2010-07-06 00:00:00-05:00,31396.2109375,31989.80078125,31343.009765625,31533.580078125,158454100,0.0,0.0,2010-07-06
127,2010-07-07 00:00:00-05:00,31519.810546875,32042.23046875,31502.830078125,32035.189453125,149317900,0.0,0.0,2010-07-07
128,2010-07-08 00:00:00-05:00,32035.169921875,32171.5703125,31733.609375,31960.640625,141505100,0.0,0.0,2010-07-08
129,2010-07-09 00:00:00-05:00,31961.220703125,32107.560546875,31784.0703125,32004.310546875,104119400,0.0,0.0,2010-07-09
130,2010-07-12 00:00:00-05:00,32037.439453125,32116.41015625,31788.23046875,31870.55078125,84430000,0.0,0.0,2010-07-12
131,2010-07-13 00:00:00-05:00,31871.560546875,32251.05078125,31871.560546875,32185.19921875,143620800,0.0,0.0,2010-07-13
132,2010-07-14 00:00:00-05:00,32185.400390625,32385.009765625,32101.490234375,32305.7109375,143231900,0.0,0.0,2010-07-14
133,2010-07-15 00:00:00-05:00,32305.30078125,32387.169921875,32114.609375,32381.060546875,120083700,0.0,0.0,2010-07-15
134,2010-07-16 00:00:00-05:00,32382.490234375,32383.75,31736.130859375,31783.390625,122753500,0.0,0.0,2010-07-16
135,2010-07-19 00:00:00-05:00,31803.8203125,32005.669921875,31785.220703125,31845.880859375,85016600,0.0,0.0,2010-07-19
136,2010-07-20 00:00:00-05:00,31843.33984375,32025.1796875,31613.55078125,32024.26953125,109342000,0.0,0.0,2010-07-20
137,2010-07-21 00:00:00-05:00,32024.619140625,32318.330078125,32001.94921875,32108.990234375,151882000,0.0,0.0,2010-07-21
138,2010-07-22 00:00:00-05:00,32135.189453125,32720.759765625,32135.189453125,32720.759765625,166472600,0.0,0.0,2010-07-22
139,2010-07-23 00:00:00-05:00,32721.01953125,32818.48046875,32510.490234375,32806.03125,164283600,0.0,0.0,2010-07-23
140,2010-07-26 00:00:00-05:00,32814.98046875,33041.37890625,32803.62109375,32958.890625,146615700,0.0,0.0,2010-07-26
141,2010-07-27 00:00:00-05:00,32959.890625,33043.5703125,32643.19921875,32695.310546875,170666900,0.0,0.0,2010-07-27
142,2010-07-28 00:00:00-05:00,32694.640625,32744.619140625,32500.029296875,32665.560546875,177610400,0.0,0.0,2010-07-28
143,2010-07-29 00:00:00-05:00,32666.16015625,32802.30078125,32408.119140625,32463.720703125,178377600,0.0,0.0,2010-07-29
144,2010-07-30 00:00:00-05:00,32450.4609375,32454.9296875,32198.33984375,32308.740234375,342781000,0.0,0.0,2010-07-30
145,2010-08-02 00:00:00-05:00,32308.880859375,32819.73046875,32308.880859375,32816.51953125,205933500,0.0,0.0,2010-08-02
146,2010-08-03 00:00:00-05:00,32808.80859375,32862.05859375,32613.650390625,32768.078125,143955600,0.0,0.0,2010-08-03
147,2010-08-04 00:00:00-05:00,32767.220703125,32975.6796875,32749.109375,32900.48046875,144999700,0.0,0.0,2010-08-04
148,2010-08-05 00:00:00-05:00,32900.19140625,32961.921875,32793.640625,32907.19140625,132091400,0.0,0.0,2010-08-05
149,2010-08-06 00:00:00-05:00,32900.48046875,32956.62109375,32753.30078125,32917.921875,129098200,0.0,0.0,2010-08-06
150,2010-08-09 00:00:00-05:00,32918.359375,33022.08984375,32802.51171875,32837.5703125,101037500,0.0,0.0,2010-08-09
151,2010-08-10 00:00:00-05:00,32837.3203125,32837.3203125,32518.69921875,32685.51953125,149397800,0.0,0.0,2010-08-10
152,2010-08-11 00:00:00-05:00,32684.869140625,32684.869140625,32055.349609375,32058.5703125,162204300,0.0,0.0,2010-08-11
153,2010-08-12 00:00:00-05:00,32058.0390625,32106.98046875,31830.650390625,32041.130859375,132257400,0.0,0.0,2010-08-12
154,2010-08-13 00:00:00-05:00,32044.75,32154.220703125,32025.630859375,32099.75,98486800,0.0,0.0,2010-08-13
155,2010-08-16 00:00:00-05:00,32091.69921875,32135.55078125,31785.060546875,32119.880859375,101139600,0.0,0.0,2010-08-16
156,2010-08-17 00:00:00-05:00,32122.390625,32435.109375,32119.099609375,32286.080078125,149561000,0.0,0.0,2010-08-17
157,2010-08-18 00:00:00-05:00,32288.0390625,32414.630859375,32164.240234375,32408.30078125,165011300,0.0,0.0,2010-08-18
158,2010-08-19 00:00:00-05:00,32408.44921875,32421.19921875,31972.119140625,32153.630859375,137762500,0.0,0.0,2010-08-19
159,2010-08-20 00:00:00-05:00,32132.220703125,32291.830078125,32016.66015625,32291.669921875,82794800,0.0,0.0,2010-08-20
160,2010-08-23 00:00:00-05:00,32295.5703125,32404.51953125,32105.9296875,32142.669921875,113470800,0.0,0.0,2010-08-23
161,2010-08-24 00:00:00-05:00,32136.369140625,32136.369140625,31361.330078125,31364.890625,239867000,0.0,0.0,2010-08-24
162,2010-08-25 00:00:00-05:00,31366.630859375,31463.5,30916.05078125,31453.720703125,232616300,0.0,0.0,2010-08-25
163,2010-08-26 00:00:00-05:00,31472.2109375,31633.7890625,31172.720703125,31217.990234375,162801900,0.0,0.0,2010-08-26
164,2010-08-27 00:00:00-05:00,31238.609375,31757.029296875,31237.80078125,31755.349609375,153247800,0.0,0.0,2010-08-27
165,2010-08-30 00:00:00-05:00,31746.759765625,31815.7890625,31374.0703125,31382.669921875,109679400,0.0,0.0,2010-08-30
166,2010-08-31 00:00:00-05:00,31381.390625,31692.099609375,31361.9296875,31679.849609375,414447100,0.0,0.0,2010-08-31
167,2010-09-01 00:00:00-05:00,31680.58984375,32385.509765625,31680.58984375,32339.23046875,231942400,0.0,0.0,2010-09-01
168,2010-09-02 00:00:00-05:00,32339.91015625,32538.529296875,32270.23046875,32417.330078125,132121800,0.0,0.0,2010-09-02
169,2010-09-03 00:00:00-05:00,32420.33984375,32871.37109375,32420.310546875,32592.869140625,136547200,0.0,0.0,2010-09-03
170,2010-09-06 00:00:00-05:00,32592.970703125,32754.060546875,32549.689453125,32746.669921875,45257000,0.0,0.0,2010-09-06
171,2010-09-07 00:00:00-05:00,32744.08984375,32744.08984375,32418.7890625,32448.400390625,141376800,0.0,0.0,2010-09-07
172,2010-09-08 00:00:00-05:00,32452.220703125,32561.380859375,32409.599609375,32409.599609375,188211500,0.0,0.0,2010-09-08
173,2010-09-09 00:00:00-05:00,32409.529296875,32606.900390625,32409.529296875,32518.98046875,143405500,0.0,0.0,2010-09-09
174,2010-09-10 00:00:00-05:00,32519.30078125,32631.390625,32451.169921875,32626.869140625,106885500,0.0,0.0,2010-09-10
175,2010-09-13 00:00:00-05:00,32628.279296875,33098.87890625,32628.279296875,32921.62890625,144499300,0.0,0.0,2010-09-13
176,2010-09-14 00:00:00-05:00,32921.53125,33097.03125,32771.01953125,33058.0,147295900,0.0,0.0,2010-09-14
177,2010-09-15 00:00:00-05:00,33054.62109375,33059.87890625,32887.421875,33046.69140625,178080500,0.0,0.0,2010-09-15
178,2010-09-20 00:00:00-05:00,33057.01171875,33288.421875,32973.05078125,33273.53125,198838700,0.0,0.0,2010-09-20
179,2010-09-21 00:00:00-05:00,33273.91015625,33396.2109375,33199.30859375,33296.69140625,169355600,0.0,0.0,2010-09-21
180,2010-09-22 00:00:00-05:00,33296.62890625,33301.171875,33126.6484375,33207.2109375,146618700,0.0,0.0,2010-09-22
181,2010-09-23 00:00:00-05:00,33205.5,33338.328125,32885.01953125,33091.12890625,136437900,0.0,0.0,2010-09-23
182,2010-09-24 00:00:00-05:00,33097.0,33439.51171875,33097.0,33280.75,184276400,0.0,0.0,2010-09-24
183,2010-09-27 00:00:00-05:00,33279.8203125,33305.37109375,33111.671875,33122.44140625,129270700,0.0,0.0,2010-09-27
184,2010-09-28 00:00:00-05:00,33124.69140625,33275.4609375,32969.96875,33258.53125,140590400,0.0,0.0,2010-09-28
185,2010-09-29 00:00:00-05:00,33259.87109375,33334.87890625,33128.98046875,33186.76171875,133945500,0.0,0.0,2010-09-29
186,2010-09-30 00:00:00-05:00,33187.51171875,33530.828125,33052.48828125,33330.33984375,219404500,0.0,0.0,2010-09-30
187,2010-10-01 00:00:00-05:00,33332.2109375,33812.30859375,33332.05078125,33807.48046875,203298200,0.0,0.0,2010-10-01
188,2010-10-04 00:00:00-05:00,33807.71875,34156.76171875,33791.16015625,34040.171875,288198900,0.0,0.0,2010-10-04
189,2010-10-05 00:00:00-05:00,34040.5390625,34364.44921875,34004.62890625,34257.3984375,215039400,0.0,0.0,2010-10-05
190,2010-10-06 00:00:00-05:00,34258.26171875,34415.80078125,34217.96875,34370.640625,144740900,0.0,0.0,2010-10-06
191,2010-10-07 00:00:00-05:00,34371.2890625,34442.96875,34214.23828125,34257.80859375,157288300,0.0,0.0,2010-10-07
192,2010-10-08 00:00:00-05:00,34258.5703125,34472.828125,34153.75,34464.8203125,128116300,0.0,0.0,2010-10-08
193,2010-10-11 00:00:00-05:00,34465.078125,34650.58984375,34255.23046875,34465.41015625,149256500,0.0,0.0,2010-10-11
194,2010-10-12 00:00:00-05:00,34464.171875,34464.171875,34186.08984375,34437.390625,169334700,0.0,0.0,2010-10-12
195,2010-10-13 00:00:00-05:00,34444.828125,34902.94140625,34444.828125,34798.6484375,227711800,0.0,0.0,2010-10-13
196,2010-10-14 00:00:00-05:00,34796.94921875,34992.51953125,34756.6796875,34836.5,186540400,0.0,0.0,2010-10-14
197,2010-10-15 00:00:00-05:00,34838.98828125,34931.69921875,34545.8984375,34741.5390625,181975800,0.0,0.0,2010-10-15
198,2010-10-18 00:00:00-05:00,34748.30859375,34920.609375,34680.76171875,34919.30859375,145266500,0.0,0.0,2010-10-18
199,2010-10-19 00:00:00-05:00,34918.9296875,34918.9296875,34452.01171875,34452.2109375,131788000,0.0,0.0,2010-10-19
200,2010-10-20 00:00:00-05:00,34462.12890625,34901.30078125,34449.7890625,34880.46875,200409200,0.0,0.0,2010-10-20
201,2010-10-21 00:00:00-05:00,34894.01953125,35236.359375,34835.69921875,34965.25,187301900,0.0,0.0,2010-10-21
202,2010-10-22 00:00:00-05:00,34966.4609375,35166.26171875,34864.640625,35120.87890625,126190100,0.0,0.0,2010-10-22
203,2010-10-25 00:00:00-05:00,35123.33984375,35429.23046875,35073.19140625,35262.890625,120323400,0.0,0.0,2010-10-25
204,2010-10-26 00:00:00-05:00,35264.26171875,35401.1484375,35132.6484375,35373.390625,225974300,0.0,0.0,2010-10-26
205,2010-10-27 00:00:00-05:00,35380.75,35384.12890625,35021.98046875,35262.8984375,165440900,0.0,0.0,2010-10-27
206,2010-10-28 00:00:00-05:00,35259.921875,35547.421875,35229.30078125,35376.71875,266584100,0.0,0.0,2010-10-28
207,2010-10-29 00:00:00-05:00,35400.359375,35630.1015625,35304.23046875,35568.21875,229229300,0.0,0.0,2010-10-29
208,2010-11-01 00:00:00-06:00,35573.71875,35885.6484375,35551.28125,35722.7109375,132328100,0.0,0.0,2010-11-01
209,2010-11-03 00:00:00-06:00,35722.828125,35998.01171875,35716.71875,35843.80859375,215073000,0.0,0.0,2010-11-03
210,2010-11-04 00:00:00-06:00,35844.66015625,36322.51953125,35844.66015625,36198.6015625,246338500,0.0,0.0,2010-11-04
211,2010-11-05 00:00:00-06:00,36198.6015625,36376.0703125,36133.078125,36317.51171875,122468300,0.0,0.0,2010-11-05
212,2010-11-08 00:00:00-06:00,36317.51171875,36543.390625,36130.1484375,36543.390625,135850400,0.0,0.0,2010-11-08
